product_manufacturing_country,product_price_usd,warranty_period_months,customer_review_count,customer_average_rating,material_quality_score,supplier_reliability_rating,product_age_days,market_demand_index,predicted_defect_probability_percent,predicted_return_rate_percent
Vietnam,219.3632341866428,5.0,4076.0,1.6775295032659998,4.0,1.3109433695108696,288.0,33.0,68.84831030877419,76.78577947373469
China,297.22430946507063,33.0,4024.0,4.78420468952963,4.0,0.6665154949191849,54.0,35.0,32.36664049983176,53.45910746493645
Mexico,445.3481238462563,2.0,4796.0,4.6239437328836726,4.0,1.348495223878324,1236.0,9.0,35.13736093919169,44.29591275280223
USA,475.0725636490391,43.0,2342.0,3.081259408909348,5.0,1.394391054662262,259.0,80.0,63.28677837375779,72.72232873869493
USA,45.38857065019854,9.0,2380.0,2.9615780656817488,2.0,0.8009949372900712,1.0,67.0,54.85308707173092,74.32517665927524
USA,168.3422160874683,34.0,645.0,4.561177482347879,2.0,0.9601167130335432,1116.0,54.0,24.319099339987453,54.80355339659074
Mexico,347.30096938087,24.0,1007.0,4.005060075240298,4.0,3.4863417116157924,390.0,5.0,27.35776629471999,42.728771078063126
USA,288.49228156275024,54.0,2110.0,4.0199965661092385,5.0,4.440464830467552,713.0,13.0,14.919817502607346,49.75706236636904
Vietnam,472.52405266845096,15.0,4322.0,3.998348527829554,4.0,3.1410976509916244,1199.0,97.0,24.596193859365016,39.869629586931694
Germany,81.74900540796101,43.0,711.0,3.387294888546354,3.0,2.1991239277276677,675.0,99.0,36.12969132299665,81.99317279154353
India,340.41733872148814,39.0,1259.0,4.759246418542669,4.0,4.9543941155264,704.0,61.0,0.0,38.9007960554702
Germany,233.29160400864993,39.0,4325.0,4.375006852623408,5.0,2.6773826468148423,550.0,40.0,19.404709545054946,67.69747759663602
Vietnam,436.9143247803986,8.0,2212.0,4.636012542872434,1.0,1.5179473238935832,968.0,88.0,28.060619701053376,40.26066486425728
Mexico,121.443830666234,29.0,3646.0,2.8289543250748075,4.0,3.376187132152258,927.0,97.0,34.71143784949078,49.66694515928734
USA,113.48527111874486,36.0,1263.0,4.346472863324086,2.0,1.7729643901698178,580.0,28.0,16.26187150464832,60.10066056482082
India,89.43199375866485,11.0,4967.0,3.814315438170496,2.0,1.8436953483288263,899.0,94.0,30.36309496348651,44.669412918388744
USA,154.73502163592678,40.0,3229.0,3.555176371313877,1.0,4.519464873573765,485.0,7.0,21.19190883342135,57.989392924812314
India,251.82290679774425,28.0,1283.0,4.077717958064831,3.0,1.9787587739386057,29.0,59.0,28.157764153347543,50.763209885458586
China,335.59544199358385,31.0,1936.0,3.9130072461412233,4.0,3.5268843515158106,813.0,49.0,16.429310430845824,51.9173995874312
Germany,199.40959051521983,57.0,4167.0,1.4474681466258472,4.0,4.3026093591636965,1047.0,10.0,56.55981845032089,88.43753357280131
Vietnam,376.4477869971782,27.0,4654.0,2.229902804717144,2.0,3.056862022955928,696.0,61.0,52.45332809728272,65.51099338016877
India,37.85257460210372,19.0,3998.0,4.608012835364558,5.0,2.4322238158289737,1405.0,60.0,11.765944278276356,37.11145688016508
India,119.35945295583905,26.0,386.0,2.9155241187428538,2.0,3.314618011751989,686.0,40.0,46.23843290785605,58.3258751897364
Mexico,346.83491329331514,23.0,231.0,3.9421009265330182,4.0,0.8500764337141397,1261.0,94.0,46.03016249999305,68.2522034503805
Vietnam,319.4761548628362,41.0,3155.0,4.199534240857927,2.0,2.391313102749822,1157.0,94.0,27.560382776333324,69.98133976001935
USA,317.18298606925237,12.0,2554.0,1.4874758820006115,5.0,1.645482360046415,927.0,1.0,75.34430882460376,83.19677812454087
India,451.94641495553645,53.0,322.0,3.115360724145054,4.0,4.426865726605261,922.0,4.0,26.748266842535475,59.12913754295624
USA,87.1694328824198,33.0,1664.0,2.7889907550880775,4.0,4.496017803332552,387.0,79.0,32.266577007534835,61.61363116002259
India,162.88808649473532,51.0,1143.0,3.2737504979366494,2.0,1.221877012910883,760.0,32.0,45.28279760940497,86.54380096290768
Mexico,45.22603337524666,16.0,703.0,1.7599167242613691,4.0,3.8127081597705166,1303.0,52.0,51.519436398597776,74.36584569745793
Mexico,378.8904179248442,20.0,1860.0,4.699474689609154,3.0,4.289165673933917,384.0,30.0,0.0,24.324743102312972
USA,24.94470092746186,28.0,1043.0,1.849746907888678,4.0,1.143913732171974,41.0,96.0,77.08957321081802,91.97924441344362
USA,440.7557122756108,8.0,1879.0,1.2977494650785797,1.0,1.6655980867150633,220.0,89.0,88.91519857718889,90.24755410805506
India,385.06100472023365,57.0,3191.0,2.576986230673468,1.0,2.2922805019004167,1116.0,74.0,58.44008813834533,82.44785700010345
India,200.0000032551245,33.0,802.0,2.315494453314938,4.0,2.0988725367605117,1410.0,30.0,64.8676097783641,78.06398101731189
Germany,145.88782950279568,7.0,1222.0,4.722724650459803,2.0,2.9776109030722657,129.0,18.0,13.628874627794591,42.96062275697541
Germany,305.4802156606898,1.0,1580.0,4.562751631923654,4.0,3.275323839924838,1299.0,8.0,18.93765186874265,34.3758233680457
USA,332.27418313303735,14.0,2688.0,4.764057445481599,3.0,0.5410364922755212,1151.0,81.0,39.897694519374205,48.767248599027496
Mexico,18.580135893304902,2.0,1780.0,4.986269437813071,3.0,4.921477433500776,46.0,96.0,0.0,13.17388937220715
Germany,491.7678249581549,12.0,1810.0,1.2543994283091653,2.0,0.9323741147497702,14.0,75.0,89.45152113148171,89.97857876073226
USA,472.4032934123484,3.0,4788.0,3.426553667240065,3.0,0.5222263615297222,372.0,14.0,64.5499588398803,52.34430266622247
India,300.5745217565792,30.0,3968.0,3.150320101388475,4.0,4.598974776718954,119.0,99.0,32.70526069207111,45.3386804785062
India,442.3863921586056,33.0,4656.0,4.010812814493823,4.0,1.3419284280865762,1026.0,79.0,56.817316929798686,71.32658579835314
India,11.999007356208288,7.0,4550.0,3.1524926080232034,3.0,3.8627519376793176,625.0,1.0,20.97280204311075,45.38221298146792
USA,21.356281011535753,30.0,3587.0,3.1657089248507706,2.0,2.385905995971722,488.0,40.0,38.26829383532456,58.319801942072225
USA,52.80051435590032,36.0,4768.0,3.5676020396567583,3.0,3.825861590774674,1302.0,89.0,15.735822694653994,59.18071129838858
Vietnam,93.18408565270394,47.0,984.0,2.6751801065059824,1.0,0.796532088997644,733.0,53.0,58.40843652708194,85.07709404280013
China,284.09802108468773,18.0,1593.0,4.243167363545604,5.0,1.248462148675792,1202.0,14.0,39.42567008070162,57.83612706878018
India,304.10136022040894,49.0,938.0,1.0987915986254535,4.0,3.8027304673414575,858.0,65.0,60.97238996535989,93.8071751593238
USA,112.15166166135074,0.0,2328.0,2.188796927276976,2.0,4.4564205889601025,1062.0,57.0,36.550405023817774,49.56050438115171
India,32.816260974569346,1.0,2908.0,1.242937949380678,1.0,3.4959251746345914,1425.0,64.0,52.61827810675143,72.8839884708743
China,255.9892477937562,34.0,1442.0,1.2761287039805116,4.0,4.93887895734016,909.0,90.0,52.16408074210833,85.74197266329864
China,173.01046959668264,8.0,1561.0,3.425052287564723,3.0,1.0802254363497483,693.0,43.0,49.64262645874466,57.38187702534872
USA,24.029535319484346,52.0,4020.0,4.366622201575702,4.0,0.6867529988194216,172.0,94.0,39.80147663232589,76.36244005394113
Mexico,120.2974584170556,44.0,1638.0,4.559348416885851,2.0,0.976563610192555,1263.0,55.0,27.921182415257217,71.0775003441085
Mexico,231.4631368624123,19.0,3114.0,2.1441530043410166,4.0,1.858757607681971,312.0,15.0,57.97487357836333,72.78440960696418
Germany,253.4754866682653,43.0,1572.0,3.246374491518419,4.0,4.266831364468243,977.0,68.0,32.35695790189194,57.18091101309293
Mexico,317.8288938225833,52.0,1317.0,3.059638835643665,5.0,2.852702719213851,121.0,99.0,31.537631063313427,79.42372150856716
Germany,231.6372492982701,45.0,911.0,1.380752717919222,1.0,2.4878486822261303,1370.0,43.0,68.71913398904861,84.9828158280806
China,439.96718024559146,58.0,4614.0,3.5104775753143085,2.0,4.155316537384581,767.0,52.0,29.682471614852,73.33911243396224
Vietnam,117.6074511604485,53.0,597.0,2.3356358510560553,1.0,1.6032395930478582,1364.0,91.0,50.773532405780145,92.83129278315717
USA,334.63671608801496,8.0,255.0,3.646107745547501,2.0,4.208105110911028,916.0,27.0,26.44439199146298,47.43712153221689
India,388.285942175477,47.0,2347.0,2.927486779093166,2.0,3.8569886383956247,324.0,0.0,35.255296735077344,76.12264003448766
China,488.184232129734,7.0,1215.0,2.819525689000573,4.0,1.1740072578187866,201.0,84.0,65.23015305293683,62.60194097998003
India,98.55964551942016,54.0,2050.0,1.705476910768112,4.0,2.882942349289432,254.0,38.0,64.29060513392591,97.13890701737016
China,83.25662463431189,51.0,994.0,2.504719969191638,3.0,4.787815599877214,768.0,15.0,37.65924483065044,70.22563702995299
Mexico,343.0213234310084,39.0,3981.0,4.128052072147247,2.0,2.2232615491706182,47.0,71.0,34.15264736424486,67.47659885116488
Germany,440.2774087355786,59.0,2322.0,3.738203427623885,2.0,0.871755011474221,1312.0,39.0,44.0439012428898,85.47222627411891
USA,36.47940025047215,31.0,2084.0,4.154785977523572,2.0,0.5129005677365428,895.0,56.0,33.45719503802752,63.71880938218332
Vietnam,371.0493752039375,39.0,4600.0,2.5645312247380474,3.0,2.6432470192744177,733.0,78.0,49.79594338279522,77.37509728520033
USA,494.7260456086273,50.0,4680.0,2.492870508881157,2.0,4.402969660104705,22.0,93.0,34.16085114971943,78.2583077513408
Germany,442.2806035456452,41.0,4236.0,3.1610476256827273,4.0,2.4348440321570823,731.0,10.0,51.37931451153431,68.65139762519297
Germany,469.258188796549,29.0,2474.0,3.9987249126531834,1.0,0.920360414357329,427.0,58.0,45.96460068308282,70.17177911615249
Vietnam,328.89059944283895,57.0,3392.0,2.063412837160112,2.0,1.585224133493035,524.0,88.0,58.63750601650569,100.0
USA,242.2026079386766,16.0,3820.0,1.379489108129369,1.0,0.5267817884939195,443.0,9.0,82.53046692886554,84.63507679054521
China,161.01510589313216,17.0,3215.0,2.6564462876235466,3.0,3.462695018352266,1226.0,35.0,30.53700298531502,60.587292368677645
China,213.1037873180855,44.0,1214.0,3.903886572316352,4.0,4.348346388495136,1155.0,18.0,20.694209882822513,54.27944733223935
India,250.35810114248187,24.0,3139.0,4.735899661093898,3.0,2.6532164553952056,563.0,54.0,16.883752038545783,44.79725593857672
Mexico,260.565806479342,23.0,3404.0,2.50196123048323,2.0,4.5532403817400535,343.0,61.0,35.54662935767424,63.52566456122665
India,58.38589216063381,46.0,152.0,4.824118594066252,3.0,0.6313100124238369,1056.0,45.0,31.68447643819715,56.80906205106159
Germany,15.354915494196792,31.0,4733.0,3.5483521022670503,1.0,2.985249712901005,1035.0,84.0,28.62358737087866,65.61733989828122
China,97.9012727689132,28.0,4397.0,2.2764387495436975,4.0,3.53627886963829,102.0,50.0,51.6452286264761,70.4045261638869
Germany,247.98531967607084,57.0,3852.0,2.4763639348484277,3.0,2.968819343995024,672.0,48.0,46.46419397597712,87.94497321891697
Vietnam,165.39630917554115,41.0,4891.0,2.735902741419924,2.0,1.431190986185736,328.0,71.0,60.71247015432771,76.66710664055903
India,39.24019156518253,51.0,3768.0,2.2431585511291607,4.0,4.994403643577247,1080.0,61.0,34.42755243184027,64.19141551647202
China,498.634743119833,22.0,877.0,3.1382885798385582,2.0,4.430524286757011,1350.0,11.0,38.45632843520224,34.64185356434815
USA,129.81132371506362,0.0,2019.0,4.119086028798279,2.0,3.869820773938822,1245.0,15.0,13.706137443543216,30.817201718918135
USA,374.4642102823398,25.0,2922.0,1.009113004363706,5.0,0.6776194985741162,270.0,44.0,100.0,100.0
Vietnam,320.60093941227717,4.0,2855.0,2.0429991751641534,5.0,0.8628525742828863,1113.0,79.0,77.51506521768658,79.76484208182237
Germany,318.80222712175157,22.0,1405.0,1.8222188964909496,1.0,1.1631116262119918,1030.0,36.0,74.58684177159121,93.465146882263
Vietnam,281.54783074708786,7.0,1728.0,2.3716579490132412,2.0,1.2107813466148083,181.0,78.0,68.24746793913403,77.98989696364724
Mexico,394.7823322959365,53.0,4438.0,3.224093891612324,2.0,0.6457434134271305,888.0,14.0,52.98761220845468,100.0
China,24.80087483543664,18.0,1132.0,2.677400409833268,4.0,2.671539168726779,317.0,52.0,44.889384615046936,74.42631660485578
China,307.86802520181357,33.0,3437.0,4.690481501716691,4.0,2.358066640935945,1142.0,84.0,24.351209421263,49.3256314670006
Vietnam,274.6189714687666,49.0,3998.0,4.85324465333205,4.0,3.870166644727244,1284.0,34.0,10.851095886480303,57.95971739033947
Mexico,199.086241537686,44.0,2060.0,3.936800629230253,4.0,4.020509934516959,189.0,99.0,16.237699768366056,59.34306249807424
India,246.84182506055276,0.0,1253.0,1.8946771221877352,4.0,3.677156708991432,424.0,71.0,59.35457085353666,57.51874624994182
Mexico,245.00179002923423,1.0,225.0,4.712634181065928,4.0,4.783889352194081,488.0,80.0,1.9175835046160004,27.02252313014254
USA,403.0991768150256,2.0,3819.0,2.111783726339509,3.0,1.6884284200208988,236.0,70.0,74.35859857008214,79.16965825799652
Mexico,226.01056655266848,15.0,1421.0,4.722012300211061,3.0,2.7021322583399527,1347.0,82.0,12.77932255581598,43.25755528354087
Mexico,371.1336838502255,17.0,853.0,3.642919070833907,1.0,1.7972172067538978,736.0,70.0,35.83110353421524,54.4619284230492
China,403.62735224163146,43.0,2711.0,1.6734970061265546,2.0,4.4768524113748605,645.0,22.0,45.2761194176853,91.8479594981944
Vietnam,64.21646556574008,1.0,2363.0,3.675112161708519,1.0,2.945286586679791,304.0,8.0,27.88814638510048,42.59260873873709
Mexico,87.81978912504825,13.0,2709.0,3.558912828246265,5.0,1.0550961508513097,1224.0,85.0,47.40980191771937,70.12414476369649
China,400.61919391986737,25.0,3955.0,3.4519549344476745,5.0,3.176446026780026,964.0,45.0,35.990679124269654,55.21175876877137
Mexico,411.7794791555343,59.0,2730.0,2.8701275474035475,2.0,0.8968851434407934,130.0,62.0,55.21029951403711,84.36314668665598
USA,381.056799820815,45.0,3811.0,1.2507556972685945,3.0,3.077879021355245,1265.0,35.0,74.1520245187574,78.3759502044058
Vietnam,464.5702558783992,23.0,3331.0,2.6062220241003065,4.0,2.0482936260573457,422.0,63.0,60.30470905802909,77.9121586486916
Vietnam,68.398552423858,5.0,3702.0,4.951009484676398,3.0,3.4625669811660784,501.0,78.0,0.1327602083441066,24.150584242454805
USA,394.4639432688264,36.0,678.0,1.9485968778806129,5.0,2.145181951533933,827.0,76.0,75.77786026397594,89.86967025319386
Germany,112.25340715956716,52.0,3476.0,2.5134218483544153,5.0,1.252866168363827,790.0,75.0,48.52257263713018,96.43083028635183
Germany,21.221251153648304,38.0,3973.0,3.325728113756569,3.0,4.813751446282095,1405.0,48.0,13.602654856446184,54.48938487935068
Vietnam,226.6502766323031,34.0,379.0,4.940697707612792,2.0,3.546489285037719,98.0,34.0,9.103983630047054,43.20364327601992
China,466.7626517477893,19.0,2509.0,2.961799430443857,5.0,0.7610676093890629,777.0,23.0,61.15757013950245,67.98654270804283
Vietnam,397.92514309900054,9.0,4964.0,2.181188831329204,4.0,4.332926584112473,367.0,73.0,41.89094211748118,64.34458420665561
China,51.35288017582173,41.0,4559.0,3.729460591048644,3.0,2.012289036828436,1045.0,64.0,36.541056476654106,64.04976204217792
India,33.28273351596591,45.0,1159.0,1.0378787187261458,4.0,3.869376120116456,1175.0,46.0,63.350434613225,85.80292602720938
Germany,61.74060219613167,50.0,3318.0,1.3126524728062845,2.0,3.6764123227370504,795.0,26.0,55.828977871556695,90.41705247113848
China,395.8178231501557,44.0,57.0,1.8089388685783847,5.0,1.351263499198701,1394.0,12.0,75.44035975950602,100.0
Germany,352.1473330200412,33.0,2070.0,2.674123168083172,2.0,3.1510588677660065,237.0,15.0,53.12708199652835,68.89688552736365
Mexico,85.4897889279618,37.0,214.0,2.049470649286562,1.0,3.519808931519067,1302.0,77.0,45.377925748459454,77.91605847872034
Mexico,68.07967269187893,0.0,1027.0,2.1843372567525345,5.0,2.2866355413022146,611.0,48.0,54.162700837604454,64.99886318311184
Germany,299.10362761872454,38.0,2110.0,4.278296769385639,2.0,3.0496856427221104,1275.0,49.0,19.800886617195076,55.554221546757866
China,153.84090999244216,50.0,3003.0,3.943095729229639,3.0,1.800357630103202,97.0,4.0,33.044284498396735,72.3845898972149
India,290.32377631207225,47.0,4934.0,3.634501988245229,3.0,4.241537731497666,877.0,95.0,31.14387852640686,61.36848927907751
China,266.23088279737686,22.0,2702.0,1.2950004782506328,2.0,0.7480435019361014,1322.0,94.0,89.03195337499979,100.0
China,448.7643188951544,53.0,655.0,1.3121720734814597,2.0,0.8652749413794281,1014.0,85.0,80.99654308372263,100.0
India,381.97749593326944,3.0,2775.0,3.431764849012822,3.0,1.29736690846535,1223.0,14.0,51.21779008159491,59.10077945920008
Germany,462.94295648255826,2.0,2117.0,1.444921536198431,2.0,4.934530445872488,836.0,83.0,49.74931283011801,57.33614177025261
Germany,159.2803856652208,53.0,887.0,1.851913564650879,1.0,2.7949845727932696,522.0,17.0,68.18157018768764,96.418436441611
USA,183.4055887905064,43.0,1593.0,4.242953293344442,3.0,1.2233215625190446,466.0,64.0,38.43652925999573,68.19603672827023
Germany,314.2359552536822,8.0,3094.0,2.3189865578505686,5.0,2.7404475457730673,1031.0,54.0,50.05428941780001,63.29646971943612
China,410.9759279947671,58.0,853.0,1.3748012091610402,3.0,2.290504398559124,867.0,53.0,85.06211673215722,94.062685585029
Vietnam,236.84607222549025,17.0,454.0,1.86900256388547,2.0,1.2787677392081354,227.0,98.0,73.2426200150866,87.46775927994503
Germany,166.41557641843124,30.0,3000.0,2.2412095379231904,1.0,0.7832470234780227,480.0,45.0,60.50270807528364,85.46619516322326
Vietnam,189.0134706382678,20.0,522.0,4.155118735889993,5.0,3.788267156110148,768.0,14.0,21.7344564660398,45.12583183268703
USA,405.47287468187574,16.0,3591.0,4.233349699216563,1.0,2.8165210050560177,746.0,82.0,21.75207890997806,44.11326632194927
India,15.203423913710376,22.0,4793.0,2.745342196260975,4.0,1.145920879887269,406.0,22.0,55.73254962389634,68.7735059647056
India,171.48671899905645,20.0,555.0,2.024039044166517,5.0,4.371010127604784,696.0,15.0,48.8144078790849,70.57333363492275
China,332.45744470040825,20.0,2476.0,4.835445976208702,4.0,2.8698445540619484,851.0,87.0,19.183209409791623,38.53044233116971
Germany,72.30431565393908,7.0,1183.0,3.891520647373904,1.0,2.5470120518191104,164.0,2.0,28.22661909298178,45.626426322112614
Mexico,427.9641827452539,59.0,3410.0,3.1255218681099337,3.0,3.0915228130927552,509.0,67.0,43.49930359990083,81.11193615899317
Germany,378.425997904569,53.0,4007.0,1.0955021772437117,1.0,2.8801602787392735,45.0,19.0,75.85585145833934,100.0
India,389.0120079977506,39.0,1722.0,2.8066622700186468,1.0,2.5969799508400264,335.0,39.0,49.18744508307435,75.66033450896077
China,450.4745177529534,51.0,1429.0,3.118229591209765,4.0,2.966120335241984,1143.0,61.0,40.81741960464177,75.92976012792656
USA,195.6975351311298,47.0,4273.0,2.0514998189474105,1.0,1.1569718429178937,627.0,66.0,67.54093685739004,93.89418620187524
Vietnam,429.67406998327766,50.0,3095.0,2.9945537199646157,1.0,2.639191533331233,1102.0,32.0,48.12080059901043,73.63047646539596
Germany,109.82706045862165,21.0,2376.0,3.1807626572751966,1.0,0.5644975193164758,170.0,36.0,49.96719630330343,73.6375129621156
USA,283.2924727622448,23.0,4615.0,3.3867982679907302,5.0,3.2239322685880545,499.0,7.0,30.889471961053054,50.53606824195784
India,489.887732892754,27.0,4650.0,3.7803338254850263,5.0,4.860782500055035,63.0,10.0,16.113617771574376,35.207287414377376
Mexico,194.19844466080096,40.0,4027.0,2.632532353717575,2.0,2.513861246643586,1211.0,86.0,43.24801700212757,78.90767640539713
USA,124.4028188396242,11.0,1767.0,4.00339745596756,5.0,0.8183986051000296,1001.0,32.0,35.15902213619365,56.01406803284157
China,403.5974073030624,17.0,2798.0,4.245617403380944,5.0,0.6275444747958316,462.0,88.0,42.312325673554106,61.23243347788832
Mexico,109.71907302802806,53.0,1298.0,1.4684557912931258,3.0,0.5374979284144767,1071.0,92.0,90.09768722994062,100.0
Mexico,370.4187586449604,35.0,1996.0,2.5996845624589997,4.0,4.323817224515339,1239.0,4.0,44.818919910013435,70.92298336761093
China,390.58976344268666,4.0,4076.0,3.790303030777502,3.0,4.041933718605814,1146.0,38.0,21.272187137641172,31.43762675749829
Germany,477.035101060681,44.0,714.0,3.5474524710829214,4.0,3.572931735868799,659.0,87.0,35.15882873847178,67.15335133414293
Mexico,414.8827688193026,9.0,4519.0,1.6941229921547682,2.0,0.5516981038634388,1429.0,85.0,82.59439045089377,77.04329329010135
USA,450.3159909953939,13.0,1119.0,4.335329317296308,2.0,4.361004813425525,451.0,48.0,8.891426127399367,36.257376900318704
Mexico,256.12607456517856,47.0,3339.0,3.783477703976833,5.0,3.976835334845908,528.0,32.0,14.303849463098048,57.28054172110936
Mexico,413.91350874004274,45.0,4895.0,2.229743638940356,1.0,1.2911190985778955,703.0,58.0,69.10386529990001,99.42631775884678
China,405.1011976752057,45.0,1664.0,4.2917681252114885,5.0,4.691890409993747,981.0,48.0,7.272248901740594,47.62334328932457
Germany,476.4918958130908,34.0,2739.0,1.4474111075377831,3.0,4.740297415496767,781.0,8.0,54.358709180328546,82.42579443347257
Mexico,144.9316548196188,8.0,3207.0,1.3346148589692235,1.0,4.578440728256949,19.0,56.0,57.672599270292785,63.65981164391908
Mexico,343.6598063100712,15.0,2176.0,1.732034833826853,1.0,2.706424029505114,179.0,41.0,65.9082598423522,75.84001364418565
China,71.43173738509452,9.0,944.0,4.7234929621149835,2.0,4.550510360107075,14.0,70.0,1.4765104940022615,24.91213837866412
China,229.5540074922197,10.0,283.0,3.6465731610630967,3.0,3.713517565607572,931.0,17.0,21.790695265306603,40.608811285258575
India,329.72544170449135,29.0,3916.0,4.353308671876755,5.0,4.807984265488222,352.0,10.0,7.61978065116645,44.010992649068776
Mexico,218.2865857338797,45.0,4248.0,3.6852492094997977,1.0,4.533477450431941,1054.0,22.0,18.447251392182828,42.5090506433687
Germany,53.37473258215589,59.0,4354.0,3.9015504380825026,4.0,4.602136160317929,1254.0,34.0,12.28123032054661,66.93896566247336
China,79.7815956917442,57.0,2554.0,4.23724268529089,2.0,3.497832718116958,1049.0,44.0,18.262647334212364,59.85887926542336
India,284.08462037704936,45.0,2427.0,2.85319211643047,2.0,3.388768549343099,1390.0,57.0,35.77467146955964,78.89556189492211
Vietnam,382.7403996122577,3.0,4552.0,3.169970450682291,1.0,1.6208830022838576,1163.0,73.0,55.07840591913794,60.035849139096726
Vietnam,124.12101681848254,34.0,3685.0,2.3214327482136365,3.0,3.0851050634331014,925.0,56.0,46.82489604441071,73.01632995332561
China,371.4117363546063,48.0,392.0,2.0208850154552715,2.0,1.739284807953,1187.0,48.0,71.23403104988633,98.67138875397444
USA,180.95372841577003,38.0,2994.0,2.194443029036777,2.0,2.1635706751306643,1291.0,11.0,53.69020454624868,85.43207031035747
USA,15.74751494017061,44.0,1843.0,1.47094152933919,5.0,1.8045586002631049,290.0,83.0,62.96144439242815,90.98785508218204
Vietnam,78.1879901993276,59.0,1346.0,3.3653846858980785,1.0,0.7430396257396064,866.0,89.0,59.32834808674577,80.02450837093161
Vietnam,179.00334954711013,0.0,4488.0,1.05840401753493,4.0,4.822392153605465,392.0,9.0,53.07668021388981,62.13385400053748
China,300.550133193671,50.0,74.0,3.323412056140508,3.0,4.333749109608263,228.0,49.0,27.29659241730492,67.8738636560103
Germany,70.11542363634422,33.0,1945.0,1.266064337679787,4.0,1.1760958963906083,1268.0,13.0,76.5575386440115,93.48405073551118
USA,404.47489370650953,27.0,3877.0,1.882392976348625,4.0,3.867233458492658,295.0,22.0,54.67107668610219,75.5727293339158
Vietnam,61.76319742963262,2.0,3811.0,1.2026389784169154,3.0,3.2728950021847933,587.0,50.0,56.3790000560078,78.41288400142138
Vietnam,419.618390753084,52.0,4395.0,4.607368846413195,1.0,0.6459676346076495,378.0,29.0,46.888524659552,76.24362254380097
USA,454.3371964408286,25.0,425.0,4.15298407666991,5.0,2.2168000548002817,172.0,2.0,32.747369139170054,49.739308970126146
Vietnam,467.1356055673132,3.0,388.0,3.1754214273827364,3.0,2.2512848271961454,1104.0,22.0,41.65755002104869,60.93335259873649
China,401.93561621898664,49.0,2295.0,2.0149213835263757,4.0,3.056692934096042,811.0,68.0,59.1889545484854,95.19181380863222
Germany,246.08085360782465,29.0,373.0,4.216186712556667,2.0,4.124597867304052,717.0,47.0,9.718528649054852,32.587213595305776
Vietnam,445.6447534892003,35.0,4075.0,1.7478342375939806,2.0,3.583617309123942,1392.0,84.0,66.90114670503654,76.1154651894724
China,280.1527711159172,27.0,4469.0,2.922698053794646,5.0,0.6387768083306615,732.0,85.0,61.49720990176228,80.88350450032452
Vietnam,218.46329342814917,41.0,2500.0,3.5535456185022265,4.0,2.632142646798375,26.0,65.0,34.58138202169318,51.95609195814202
China,442.35950898731136,25.0,3511.0,2.5463143341541197,5.0,1.196508977269665,1021.0,38.0,57.72027161192955,76.92248043395006
USA,28.77053877581098,37.0,2486.0,3.197553658137138,4.0,2.937777321015252,797.0,34.0,44.37919732225674,60.98241789140608
Germany,364.7371643556935,34.0,2938.0,2.5569854290806635,1.0,1.792595042597087,869.0,42.0,52.479114060869634,77.89744017308945
